game_id;turn;decision1;decision2;points1;points2;public_good;text1;text2
20;0;CCC;CCC;3;3;True;Hey there! Let’s work together to keep the bridge safe. I believe that if we both cooperate (CCC), we'll achieve the best outcome for both of us. How about we start with cooperation this round? Looking forward to your response!;Hey there! 😊 Ready to have some fun with this game? I’m curious to see what you’ll choose. Let’s keep the suspense alive! Remember, a little cooperation can make things more interesting—after all, who doesn’t love a good twist? Good luck! 🎲
20;1;CCC;CCC;3;3;True;Great choice! We both cooperated and kept the bridge safe. 🎉 We earned 3 points each! Let’s continue this positive momentum. Looking forward to our next round! 😊;Hey! 🎉 Great choice! I’m glad we both went for cooperation. Getting those 3 points feels good, and we kept the bridge safe too! Let’s keep the good vibes rolling—what do you say for the next round?
20;2;CCC;CCC;3;3;True;Hey! 🎉 Another successful round of cooperation! We’re on a roll with 3 points again, and the bridge is safe! Let’s keep this good thing going in the next round. What do you say? 😊;Hey! 🎊 Another round of cooperation! We’re on a roll—3 more points and the bridge is still safe! It’s awesome to see us both committed to this. What do you think for the next round? Shall we keep it going? 😊
20;3;CCC;CCC;3;3;True;Hey! 🎉 We did it again! Another 3 points and the bridge is still safe! I'm really enjoying our cooperation and the positive vibes. Let’s keep this going for the next round! What’s your move? 😊;Hey there! 🌟 We did it again—3 points and still keeping the bridge safe! This is turning into a winning streak! I’m really enjoying this cooperation. Let’s go for another round and see how far we can take this! What do you think? 😊
9;0;CCC;CCC;3;3;True;Hey there! I believe we have a great opportunity to maximize our points while keeping the bridge safe. If we both choose to cooperate (CCC), we can achieve a mutually beneficial outcome. Let’s aim for that! What do you think?;Hey there! Ready to have some fun with this game? 😊 I’m curious to see what you pick. Will we keep the bridge safe together, or will we risk it for some extra points? Let’s make this interesting! What’s your strategy?
9;1;CCC;CCC;3;3;True;Great choice! We both cooperated and kept the bridge safe. 🙌 I’m glad we’re on the same page. Let’s keep this momentum going in the next round! What do you think?;Awesome! 🎉 We both chose to cooperate, and it paid off! 3 points and a safe bridge—what a win-win! Let’s keep this up for the next round. What’s your strategy moving forward?
9;2;CCC;CCC;3;3;True;"Absolutely! Here’s a message:

""Fantastic news! 🎉 Another round of cooperation means 3 more points and a safe bridge. I’m really enjoying this partnership! Let’s continue working together for the next round. Looking forward to our next move!""";Hey! 🙌 Another fantastic round! We both cooperated again, and we keep racking up those points while keeping the bridge safe. I’m really enjoying this vibe! Let’s keep it going in the next round! What do you say? 😊
9;3;CCC;CCC;3;3;True;"""Hey! 🎉 Another successful round! We’re on a roll with 3 more points and a safe bridge. I really appreciate the teamwork! Let’s keep this cooperation going for the next round! What do you think?""";Hey! 🎉 We did it again—3 points and the bridge is safe! I’m loving our teamwork! Let’s keep this going strong in the next round. Ready for another cooperative win? 🤝
15;0;CCC;CCC;3;3;True;Hey! I hope we can work together to keep the bridge safe. I believe that if we both cooperate (CCC), we can each get a good outcome while ensuring the safety of our joint project. What do you think? Looking forward to your response!;Hey there! Ready to play this game of wits? 🤔 Let’s see if we can keep it interesting—whether we’re cooperating or defecting, I’m up for some fun. What’s your secret strategy? 😏
15;1;CCC;CCC;3;3;True;Great choice! 🎉 We both cooperated and kept the bridge safe. We each earned 3 points! I'm looking forward to playing again and seeing if we can keep this positive momentum going. Let’s keep working together!;Hey! 🤝 Nice choice cooperating! We both got those precious 3 points, and the bridge is safe—win-win! It’s great to work together and keep it interesting. What do you think we should do next? Ready for another round? 🎉
15;2;CCC;CCC;3;3;True;Hey! 🤗 Awesome job cooperating again! We both got another 3 points, and the bridge is still safe! Let’s keep this teamwork going. Are you ready for another round? I’m excited to see where this takes us! 🚀;Awesome! 🎉 Another round of cooperation, and we’re keeping that bridge safe while racking up those points! I’m loving this team vibe. Let’s keep the good times rolling—ready for round three? 🌉✨
15;3;CCC;CCC;3;3;True;Hey! 😊 Another successful round of cooperation! We both earned 3 points again, and the bridge is safe. This teamwork feels amazing! Let’s keep it up next round. Ready for more? 🌟💪;Hey there! 🌟 We did it again—another successful round of cooperation! We’re on a roll with 3 more points, and the bridge is still standing strong! It’s so much fun working together. Can’t wait for the next round! What do you think? Ready to keep this teamwork going? 🤗🎉
7;0;CCC;CCC;3;3;True;Hey there! Let’s aim for a positive outcome together. I’ll choose to cooperate (CCC) this round, hoping you do the same so we can both benefit and keep the bridge safe. Looking forward to working together!;Hey there! 😊 Ready to play the game? I’m feeling a bit adventurous today. Let’s see if we can keep this bridge safe while keeping things interesting! What’s your strategy? Looking forward to a fun round! 🌟
